ID;Departement;Column5;Longitude;Latitude;LonGRD;LatGRD;LonDMS;LatDMS
31348;77;villeneuve les bordes;3.05;48.4833;785;53874;30234;482911
31349;77;egreville;2.86667;48.1667;594;53530;25217;481038
31350;77;brou sur chantereine;2.63333;48.8833;325;54314;23746;485257
31351;77;sancy les provins;3.38333;48.7;1173;54108;32332;484148
31352;77;saint germain sur morin;2.85;48.8833;571;54314;25102;485257
31353;77;les ormes sur voulzie;3.23333;48.4667;988;53847;31334;482743
31354;77;bazoches les bray;3.18333;48.4;947;53777;31119;482357
31355;77;le vaudoue;2.51667;48.35;203;53730;23108;482125
31356;77;cucharmoy;3.18333;48.5833;930;53992;31025;483534
31357;77;crouy sur ourcq;3.06667;49.0833;820;54545;30428;490524
31358;77;cessoy en montois;3.15;48.5;900;53894;30847;483017
31359;77;esbly;2.81667;48.9;529;54337;24845;485411
31360;77;la chapelle iger;2.98333;48.65;724;54059;25918;483911
31361;77;noyen sur seine;3.35;48.45;1125;53836;32057;482709
31362;77;jouarre;3.13333;48.9333;881;54363;30748;485537
31363;77;chelles;2.6;48.8833;281;54310;23520;485243
31364;77;saint mard;2.7;49.0333;399;54487;24143;490218
31365;77;crecy la chapelle;2.9075;48.8589;634;54288;25427;485132
31366;77;torcy;2.65;48.85;349;54278;23903;485101
31367;77;mauperthuis;3.03333;48.7667;779;54187;30216;484605
31368;77;vaudoy en brie;3.08333;48.6833;826;54098;30446;484119
31369;77;sognolles en montois;3.16667;48.5167;923;53902;31002;483041
31370;77;pezarches;2.98333;48.7333;726;54151;25923;484410
31371;77;chalautre la grande;3.45;48.5333;1247;53936;32733;483231
31372;77;rupereux;3.33333;48.6333;1106;54040;31955;483809
31373;77;dammarie les lys;2.63445;48.5153;331;53906;23804;483055
31374;77;roissy en brie;2.65;48.8;350;54212;23905;484728
31375;77;rozay en brie;2.96667;48.6833;691;54093;25730;484100
31376;77;saint sauveur sur ecole;2.55;48.4833;235;53885;23253;482948
31377;77;le plessis aux bois;2.76667;49;480;54448;24607;490010
31378;77;fontainebleau;2.7;48.4;406;53788;24206;482432
31379;77;sainte colombe;3.25;48.5333;1029;53929;31546;483208
31380;77;varennes sur seine;2.91667;48.3667;652;53749;25524;482226
31381;77;lumigny nesles ormeaux;2.95167;48.7364;683;54152;25706;484411
31382;77;treuzy levelay;2.8;48.2833;530;53637;24849;481623
31383;77;baby;3.33333;48.4;1117;53774;32032;482348
31384;77;garentreville;2.55;48.2333;237;53596;23259;481411
31385;77;mareuil les meaux;2.86667;48.9333;581;54364;25135;485539
31386;77;moussy le neuf;2.6;49.0667;296;54515;23611;490347
31387;77;trilbardou;2.8;48.95;522;54380;24821;485632
31388;77;meaux;2.86667;48.95;613;54400;25316;485734
31389;77;bombon;2.85;48.5667;581;53969;25133;483418
31390;77;thomery;2.78333;48.4;500;53787;24710;482430
31391;77;courtomer;2.9;48.65;629;54060;25408;483916
31392;77;nemours;2.7;48.2667;397;53632;24137;481607
31393;77;saint mery;2.81667;48.5667;544;53975;24934;483439
31394;77;saint remy la vanne;3.23306;48.7928;996;54214;31359;484734
31395;77;bray sur seine;3.23333;48.4167;1003;53794;31420;482453
31396;77;mortcerf;2.91667;48.7833;644;54211;25459;484722
31397;77;courquetaine;2.75;48.6833;455;54087;24446;484041
31398;77;rouvres;2.71667;49.0667;422;54513;24300;490342
31399;77;brie comte robert;2.61667;48.6833;305;54103;23640;484133
31400;77;bernay vilbert;2.93778;48.6759;668;54084;25616;484033
31401;77;fouju;2.78333;48.5833;491;53984;24643;483509
31402;77;bouleurs;2.91667;48.8833;633;54312;25423;485252
31403;77;othis;2.68333;49.0833;378;54529;24035;490435
31404;77;boissise le roi;2.56667;48.5333;264;53917;23427;483132
31405;77;villeneuve saint denis;2.8;48.8167;507;54239;24735;484856
31406;77;fontenailles;2.95;48.55;684;53948;25706;483312
31407;77;marchemoret;2.76667;49.05;482;54501;24613;490302
31408;77;mons en montois;3.15;48.4833;900;53877;30848;482921
31409;77;voulton;3.33333;48.6167;1108;54021;32001;483707
31410;77;tancrou;3.05;49;791;54445;30254;490002
31411;77;compans;2.66667;49;365;54438;23954;485938
31412;77;vaires sur marne;2.65;48.8667;335;54305;23817;485227
31413;77;saint loup de naud;3.2;48.5333;971;53929;31237;483210
31414;77;lizines;3.18333;48.5333;935;53919;31039;483137
31415;77;moisenay;2.73333;48.55;444;53959;24409;483346
31416;77;mousseaux les bray;3.23333;48.4167;981;53793;31312;482449
31417;77;penchard;2.86667;48.9833;581;54429;25134;485910
31418;77;buthiers;2.43333;48.2833;104;53653;22550;481714
31419;77;voisenon;2.66667;48.5667;364;53968;23951;483418
31420;77;clos fontaine;3.01611;48.607;755;54008;30058;483625
31421;77;seine port;2.55;48.55;241;53952;23311;483323
31422;77;gironville;2.53333;48.1833;213;53539;23142;481106
31423;77;chatres;2.81667;48.7;525;54123;24834;484239
31424;77;ville saint jacques;2.9;48.3333;624;53715;25355;482036
31425;77;montereau fault yonne;2.95;48.3833;679;53759;25653;482259
31426;77;chatillon la borde;2.8;48.5333;554;53922;25007;483149
31427;77;boisdon;3.21667;48.6833;987;54094;31329;484106
31428;77;hondevilliers;3.31667;48.9;1081;54333;31835;485358
31429;77;vanville;3.1;48.55;856;53950;30625;483319
31430;77;quiers;2.96667;48.6;704;54008;25812;483627
31431;77;bailly romainvilliers;2.81667;48.8333;541;54274;24923;485049
31432;77;choisy en brie;3.21667;48.7667;978;54176;31301;484531
31433;77;chaumes en brie;2.85;48.6667;563;54075;25036;484004
31434;77;combs la ville;2.56667;48.6667;252;54069;23347;483943
31435;77;jossigny;2.75;48.8333;463;54264;24512;485016
31436;77;fresnes sur marne;2.73333;48.9333;450;54377;24429;485623
31437;77;vulaines sur seine;2.76667;48.4333;478;53812;24560;482552
31438;77;rouilly;3.26667;48.5833;1056;53982;31712;483500
31439;77;pontault combault;2.60528;48.7984;299;54220;23619;484754
31440;77;salins;3.01667;48.4167;762;53802;30119;482519
31441;77;balloy;3.13333;48.4;901;53776;30851;482353
31442;77;villemareuil;2.98333;48.9167;707;54358;25824;485518
31443;77;burcy;2.51667;48.2333;206;53599;23119;481421
31444;77;guignes;2.79861;48.6359;514;54040;24755;483809
31445;77;dammartin en goele;2.68333;49.05;383;54505;24053;490315
31446;77;pamfou;2.86667;48.45;594;53846;25217;482741
31447;77;montarlot;2.85;48.35;571;53722;25101;482059
31448;77;saint cyr sur morin;3.18333;48.9167;941;54340;31102;485422
31449;77;melz sur seine;3.41667;48.5;1202;53886;32505;482951
31450;77;villevaude;2.65;48.9167;350;54353;23905;485503
31451;77;flagy;2.91667;48.3167;650;53681;25517;481845
31452;77;saint simeon;3.2;48.8;963;54221;31211;484757
31453;77;ichy;2.55;48.2;234;53559;23251;481209
31454;77;jablines;2.76667;48.9167;473;54353;24545;485504
31455;77;rumont;2.5;48.2667;180;53628;22953;481553
31456;77;boutigny;2.93333;48.9167;658;54356;25543;485513
31457;77;guercheville;2.55;48.25;246;53622;23328;481534
31458;77;fontaine fourches;3.38333;48.4167;1173;53793;32331;482450
31459;77;donnemarie dontilly;3.13056;48.4781;882;53865;30750;482841
31460;77;sancy;2.95917;48.8864;692;54318;25733;485311
31461;77;saint ouen en brie;2.91667;48.55;646;53953;25505;483328
31462;77;diant;2.98333;48.2833;729;53646;25934;481654
31463;77;boissettes;2.61667;48.5167;302;53911;23631;483113
31464;77;chalmaison;3.25;48.4833;1015;53868;31500;482851
31465;77;maisoncelles en brie;3;48.8667;727;54293;25926;485148
31466;77;cregy les meaux;2.88333;48.9833;602;54421;25242;485843
31467;77;saint martin des champs;3.33473;48.7781;1109;54198;32005;484641
31468;77;saint augustin;3.03333;48.7833;770;54205;30146;484705
31469;77;courpalay;2.95;48.65;692;54054;25734;483854
31470;77;saints;3.05;48.75;793;54177;30301;484532
31471;77;episy;2.78333;48.3333;499;53705;24710;482003
31472;77;saint mesmes;2.7;48.9833;399;54427;24144;485902
31473;77;maisoncelles en gatinais;2.63333;48.1833;322;53542;23734;481115
31474;77;charmentray;2.78333;48.95;488;54384;24634;485644
31475;77;les marets;3.31667;48.6667;1086;54079;31850;484015
31476;77;esmans;2.96667;48.35;711;53720;25835;482053
31477;77;coulommiers;3.08333;48.8167;830;54240;30501;484856
31478;77;montolivet;3.43333;48.8333;1226;54255;32623;484946
31479;77;faremoutiers;3;48.8;733;54222;25946;484801
31480;77;la brosse montceaux;3.01667;48.3333;759;53717;30109;482041
31481;77;forges;2.95;48.4167;694;53799;25739;482508
31482;77;la ferte gaucher;3.3;48.7833;1076;54203;31819;484657
31483;77;fleury en biere;2.55;48.45;236;53831;23257;482652
31484;77;villenauxe la petite;3.3;48.4;1081;53786;31834;482428
31485;77;aulnoy;3.1;48.85;844;54268;30545;485027
31486;77;lescherolles;3.33333;48.75;1121;54180;32044;484543
31487;77;bellot;3.31667;48.85;1091;54285;31906;485124
31488;77;champagne sur seine;2.8;48.4;516;53775;24804;482350
31489;77;ferolles attilly;2.63333;48.7333;326;54147;23747;484356
31490;77;meilleray;3.41667;48.7833;1211;54210;32534;484720
31491;77;vaux le penil;2.66667;48.5333;384;53918;24056;483135
31492;77;marles en brie;2.88333;48.7167;603;54142;25246;484341
31493;77;beauchery saint martin;3.40278;48.6153;1185;54017;32410;483655
31494;77;sigy;3.18333;48.4667;938;53865;31052;482841
31495;77;cesson;2.6;48.5667;294;53962;23604;483357
31496;77;chailly en biere;2.58333;48.4667;301;53852;23627;482802
31497;77;vincy manoeuvre;2.96667;49.0833;696;54532;25748;490444
31498;77;saint germain sur ecole;2.51667;48.4667;192;53861;23033;482830
31499;77;lechelle;3.38333;48.5833;1169;53975;32318;483439
31500;77;barbizon;2.6;48.45;298;53829;23618;482645
31501;77;crevecoeur en brie;2.9;48.75;635;54171;25428;484515
31502;77;vaux sur lunain;2.93333;48.2167;666;53586;25608;481339
31503;77;coutencon;3;48.4667;733;53857;25946;482816
31504;77;chateau landon;2.7;48.15;404;53499;24202;480857
31505;77;villiers en biere;2.6;48.4833;292;53882;23558;482939
31506;77;pringy;2.56667;48.5167;245;53912;23324;483116
31507;77;ozoir la ferriere;2.66667;48.7667;381;54188;24045;484609
31508;77;tournan en brie;2.76667;48.7333;480;54156;24605;484426
31509;77;saint just en brie;3.1;48.6;866;54015;30659;483647
31510;77;boulancourt;2.43333;48.25;112;53621;22615;481531
31511;77;noisiel;2.63333;48.85;325;54283;23744;485117
31512;77;chevrainvilliers;2.61667;48.25;309;53606;23654;481442
31513;77;rampillon;3.06667;48.55;811;53944;30358;483259
31514;77;barcy;2.88333;49.0167;605;54465;25253;490106
31515;77;villuis;3.35;48.4167;1135;53790;32130;482439
31516;77;acheres la foret;2.56667;48.35;254;53717;23354;482044
31517;77;arbonne la foret;2.565;48.4134;254;53793;23354;482448
31518;77;la houssaye en brie;2.86667;48.75;598;54172;25228;484515
31519;77;montigny lencoup;3.05;48.45;808;53837;30350;482711
31520;77;mondreville;2.60945;48.1425;303;53492;23634;480833
31521;77;saint soupplets;2.8;49.0333;523;54487;24826;490218
31522;77;mery sur marne;3.2;48.9667;961;54408;31206;485802
31523;77;giremoutiers;3.03333;48.85;770;54270;30145;485034
31524;77;bagneaux sur loing;2.7;48.2333;409;53590;24218;481353
31525;77;hericy;2.76667;48.45;474;53829;24547;482647
31526;77;messy;2.7;48.9667;404;54408;24202;485801
31527;77;cerneux;3.35;48.6833;1120;54104;32039;484137
31528;77;thieux;2.66667;49.0167;368;54456;24003;490036
31529;77;mouroux;3.03333;48.8167;779;54247;30217;484921
31530;77;argentieres;2.86667;48.65;590;54060;25204;483913
31531;77;la rochette;2.66667;48.5;363;53899;23948;483032
31532;77;souppes sur loing;2.73333;48.1833;443;53537;24407;481059
31533;77;fretoy;3.2;48.7;957;54116;31151;484217
31534;77;signy signets;3.06667;48.9333;812;54364;30401;485540
31535;77;lognes;2.61667;48.8333;324;54262;23740;485010
31536;77;favieres;2.78333;48.7667;487;54182;24629;484551
31537;77;saint brice;3.31667;48.5667;1098;53964;31928;483404
31538;77;bougligny;2.65;48.2;356;53550;23926;481143
31539;77;changis sur marne;3.03333;48.9667;758;54398;30107;485728
31540;77;la chapelle la reine;2.58333;48.3167;261;53687;23418;481906
31541;77;courcelles en bassee;3.055;48.4098;798;53789;30318;482435
31542;77;bannost villegagnon;3.19167;48.6784;950;54087;31130;484042
31543;77;solers;2.71667;48.65;423;54064;24301;483928
31544;77;villeneuve sur bellot;3.35;48.8667;1117;54292;32031;485147
31545;77;evry gregy sur yerre;2.63472;48.6553;331;54061;23805;483919
31546;77;cuisy;2.76667;49.0167;484;54466;24621;490110
31547;77;egligny;3.11667;48.4333;871;53809;30713;482540
31548;77;chevru;3.2;48.7333;954;54151;31142;484408
31549;77;fromont;2.5;48.25;186;53617;23014;481520
31550;77;chamigny;3.15;48.9833;905;54415;30905;485825
31551;77;villebeon;2.93333;48.2;670;53565;25624;481231
31552;77;poincy;2.93333;48.9667;665;54411;25607;485811
31553;77;moret sur loing;2.81667;48.3667;531;53748;24851;482225
31554;77;germigny sous coulombs;3.16667;49.0667;914;54516;30933;490352
31555;77;provins;3.3;48.55;1070;53954;31758;483332
31556;77;ferrieres en brie;2.70472;48.8214;409;54246;24217;484917
31557;77;bransles;2.83333;48.15;553;53502;25005;480907
31558;77;reau;2.61667;48.6;319;54012;23725;483638
31559;77;la chapelle rablais;2.96667;48.5167;706;53901;25818;483040
31560;77;misy sur yonne;3.08333;48.3667;837;53733;30522;482135
31561;77;pecy;3.08333;48.65;825;54062;30443;483921
31562;77;le plessis feu aussoux;3.03333;48.7167;774;54130;30159;484301
31563;77;andrezel;2.81667;48.6;530;54012;24848;483640
31564;77;conde sainte libiaire;2.83333;48.9;550;54331;24954;485353
31565;77;villiers sur morin;2.9;48.8667;603;54289;25246;485137
31566;77;villenoy;2.86667;48.95;583;54379;25141;485628
31567;77;everly;3.25;48.4667;1014;53851;31456;482758
31568;77;recloses;2.63333;48.35;339;53720;23830;482052
31569;77;la chapelle saint sulpice;3.18333;48.55;935;53949;31042;483316
31570;77;la ferte sous jouarre;3.13333;48.95;881;54388;30746;485657
31571;77;vaucourtois;2.95;48.9;683;54329;25704;485344
31572;77;reuil en brie;3.15;48.9667;901;54401;30849;485738
31573;77;thorigny sur marne;2.71667;48.8833;417;54317;24242;485305
31574;77;bussy saint georges;2.7;48.85;401;54269;24152;485030
31575;77;poigny;3.28333;48.5333;1051;53932;31657;483221
31576;77;bourron marlotte;2.7;48.3333;412;53713;24228;482028
31577;77;montigny le guesdier;3.25;48.3833;1019;53760;31513;482301
31578;77;montereau sur le jard;2.66667;48.5833;390;53996;24114;483548
31579;77;vulaines les provins;3.21667;48.55;981;53956;31311;483337
31580;77;villiers sur seine;3.36667;48.45;1154;53839;32230;482719
31581;77;saint denis les rebais;3.21667;48.8333;971;54262;31237;485009
31582;77;gressy;2.66667;48.9667;374;54405;24024;485754
31583;77;grisy sur seine;3.31667;48.4333;1091;53821;31907;482620
31584;77;fontains;3;48.5333;738;53918;30003;483135
31585;77;mouy sur seine;3.23333;48.4167;1002;53801;31417;482514
31586;77;montmachoux;2.98333;48.3167;729;53687;25935;481907
31587;77;cannes ecluse;2.98834;48.3645;724;53738;25918;482152
31588;77;montcourt fromonville;2.7;48.3;408;53673;24213;481820
31589;77;longperrier;2.66667;49.05;364;54501;23952;490303
31590;77;boissy aux cailles;2.5;48.3167;185;53688;23012;481910
31591;77;saint fiacre;2.96667;48.9167;686;54358;25714;485521
31592;77;marolles en brie;3.16667;48.7833;920;54196;30951;484636
31593;77;echouboulains;2.95;48.4667;677;53849;25644;482750
31594;77;voulangis;2.9;48.8667;622;54280;25348;485106
31595;77;marolles sur seine;3.03333;48.3833;772;53762;30152;482309
31596;77;grisy suisnes;2.66667;48.6833;367;54094;24001;484104
31597;77;lissy;2.68333;48.6167;400;54030;24147;483736
31598;77;fontenay tresigny;2.86667;48.7;592;54120;25210;484227
31599;77;nandy;2.56667;48.5833;255;53982;23358;483503
31600;77;amillis;3.13333;48.7333;880;54157;30743;484428
31601;77;coulombs en valois;3.12611;49.07;877;54522;30734;490412
31602;77;chaintreaux;2.81667;48.2;537;53555;24910;481159
31603;77;blandy;2.78333;48.5667;495;53962;24655;483358
31604;77;le pin;2.61667;48.9167;325;54349;23745;485452
31605;77;saacy sur marne;3.21667;48.9667;972;54403;31242;485746
31606;77;beautheil;3.08333;48.75;835;54182;30519;484548
31607;77;melun;2.66667;48.5333;358;53933;23933;483223
31608;77;gurcy le chatel;3.1;48.4667;834;53857;30513;482815
31609;77;gesvres le chapitre;2.85;49.05;572;54494;25106;490241
31610;77;savigny le temple;2.58333;48.5667;274;53973;23458;483433
31611;77;serris;2.78333;48.85;500;54273;24710;485043
31612;77;leudon en brie;3.26667;48.7333;1037;54148;31612;484400
31613;77;saint mars vieux maisons;3.31945;48.742;1092;54158;31910;484431
31614;77;samoreau;2.75;48.4167;464;53806;24515;482531
31615;77;chartronges;3.26667;48.7333;1036;54163;31608;484447
31616;77;le mee sur seine;2.63333;48.5333;328;53931;23755;483215
31617;77;bussieres;3.23333;48.9333;1000;54359;31410;485523
31618;77;collegien;2.66667;48.8333;374;54263;24024;485013
31619;77;moussy le vieux;2.61667;49.05;321;54496;23730;490248
31620;77;la grande paroisse;2.9;48.3833;629;53763;25409;482312
31621;77;yebles;2.76667;48.6333;482;54042;24612;483816
31622;77;nonville;2.78333;48.2833;507;53648;24734;481658
31623;77;veneux les sablons;2.8;48.3667;507;53753;24734;482240
31624;77;liverdy en brie;2.76667;48.7;487;54111;24630;484158
31625;77;barbey;3.05;48.3667;798;53740;30317;482157
31626;77;la madeleine sur loing;2.7031;48.2;409;53559;24215;481211
31627;77;montigny sur loing;2.73333;48.3333;451;53709;24434;482017
31628;77;saint barthelemy;3.36667;48.8167;1137;54240;32136;484859
31629;77;puisieux;2.91667;49.0667;644;54517;25459;490355
31630;77;livry sur seine;2.68333;48.5167;387;53901;24105;483038
31631;77;coupvray;2.8;48.9;508;54324;24737;485331
31632;77;douy la ramee;2.88333;49.0667;606;54518;25255;490359
31633;77;dormelles;2.9;48.3167;627;53684;25403;481857
31634;77;saint fargeau ponthierry;2.54528;48.5333;231;53925;23241;483158
31635;77;lizy sur ourcq;3.03333;49.0167;762;54472;30119;490131
31636;77;saint pathus;2.8;49.0667;515;54523;24759;490414
31637;77;trocy en multien;2.96667;49.05;696;54492;25747;490235
31638;77;grandpuits bailly carrois;2.96584;48.5837;699;53982;25757;483501
31639;77;charny;2.76667;48.9667;473;54413;24544;485816
31640;77;bezalles;3.23333;48.6833;1007;54087;31434;484042
31641;77;monthyon;2.83333;49.0167;545;54453;24938;490029
31642;77;citry;3.25;48.9667;1002;54410;31419;485808
31643;77;ozouer le voulgis;2.76667;48.65;487;54068;24630;483940
31644;77;etrepilly;2.93333;49.0333;661;54484;25552;490208
31645;77;mitry mory;2.61667;48.9833;311;54427;23659;485902
31646;77;iverny;2.78333;49;502;54445;24718;490002
31647;77;isles les villenoy;2.83333;48.9167;544;54346;24935;485440
31648;77;villeneuve sous dammartin;2.63333;49.0333;337;54483;23823;490206
31649;77;nanteuil sur marne;3.21667;48.9833;983;54421;31315;485843
31650;77;samois sur seine;2.75;48.45;459;53836;24460;482708
31651;77;le plessis placy;3;49.0667;726;54509;25923;490330
31652;77;vieux champagne;3.13333;48.5833;890;53977;30816;483446
31653;77;pierre levee;3.03333;48.9;780;54333;30219;485360
31654;77;saint ouen sur morin;3.2;48.9;954;54338;31144;485416
31655;77;chateaubleau;3.1;48.5833;857;53987;30627;483516
31656;77;sivry courtry;2.75;48.5333;465;53920;24517;483141
31657;77;luzancy;3.18333;48.9667;945;54415;31115;485823
31658;77;rubelles;2.68333;48.5667;382;53955;24049;483335
31659;77;chessy;2.76667;48.8833;474;54311;24548;485249
31660;77;montevrain;2.75;48.8667;454;54306;24444;485231
31661;77;le chatelet en brie;2.8;48.5;503;53892;24722;483011
31662;77;luisetaines;3.18333;48.4667;937;53853;31047;482803
31663;77;mormant;2.88333;48.6;615;54008;25324;483625
31664;77;verdelot;3.36667;48.8667;1144;54306;32157;485230
31665;77;machault;2.83333;48.45;549;53838;24950;482716
31666;77;may en multien;3.03333;49.0667;761;54524;30117;490418
31667;77;villeneuve le comte;2.83333;48.8167;547;54237;24943;484849
31668;77;villeparisis;2.61667;48.9333;300;54381;23623;485634
31669;77;arville;2.55;48.1833;235;53543;23253;481118
31670;77;la croix en brie;3.06667;48.5833;820;53993;30429;483537
31671;77;boitron;3.26667;48.9;1026;54331;31537;485351
31672;77;ecuelles;2.81667;48.35;539;53727;24917;482115
31673;77;courtry;2.76667;48.5333;296;54353;23611;485503
31674;77;saint martin du boschet;3.41667;48.7333;1213;54151;32540;484409
31675;77;coubert;2.7;48.6667;400;54079;24149;484016
31676;77;le plessis l eveque;2.78333;49;497;54454;24703;490030
31677;77;verneuil l etang;2.83333;48.6333;554;54049;25008;483840
31678;77;chailly en brie;3.11667;48.7833;874;54211;30723;484725
31679;77;fublaines;2.95;48.9333;666;54375;25608;485616
31680;77;louan villegruis fontaine;3.47806;48.6256;1268;54028;32841;483732
31681;77;chenoise;3.2;48.6167;953;54017;31139;483655
31682;77;villiers sous grez;2.65;48.3167;346;53688;23853;481910
31683;77;bussy saint martin;2.68333;48.85;393;54277;24125;485057
31684;77;saint jean les deux jumeaux;3.01667;48.95;757;54390;30104;485705
31685;77;croissy beaubourg;2.66667;48.8333;359;54254;23935;484943
31686;77;rebais;3.23333;48.85;995;54275;31357;485050
31687;77;maison rouge;3.15;48.5583;905;53954;30904;483331
31688;77;la tombe;3.08333;48.3833;837;53765;30522;482318
31689;77;nantouillet;2.7;49;407;54446;24212;490006
31690;77;ussy sur marne;3.08333;48.95;818;54395;30423;485719
31691;77;lesigny;2.61667;48.7333;310;54160;23657;484439
31692;77;villecerf;2.85;48.3333;567;53697;25050;481939
31693;77;nanteau sur essonne;2.41667;48.3167;89;53685;22501;481858
31694;77;fericy;2.8;48.45;516;53844;24804;482736
31695;77;vinantes;2.73333;49.0167;442;54456;24404;490038
31696;77;villiers saint georges;3.41667;48.65;1189;54054;32424;483856
31697;77;saint martin en biere;2.56667;48.4333;256;53819;23402;482613
31698;78;chanteloup les vignes;2.03333;48.9833;-340;54420;20151;485842
31699;78;vieille eglise en yvelines;1.87583;48.6695;-512;54077;15233;484010
31700;78;sainte mesme;1.95604;48.5299;-420;53923;15732;483150
31701;78;chambourcy;2.03333;48.9;-329;54340;20225;485422
31702;78;chaufour les bonnieres;1.48333;49.0167;-948;54462;12900;490058
31703;78;le tertre saint denis;1.61667;48.9333;-812;54376;13620;485619
31704;78;les breviaires;1.81667;48.7;-581;54120;14850;484228
31705;78;boissy mauvoisin;1.58333;48.9667;-843;54403;13439;485746
31706;78;conde sur vesgre;1.66667;48.7333;-751;54157;13939;484430
31707;78;boinville en mantois;1.76667;48.9333;-644;54367;14525;485550
31708;78;orcemont;1.81667;48.5833;-584;53987;14838;483517
31709;78;rennemoulin;2.05;48.8333;-326;54260;20235;485001
31710;78;adainville;1.65;48.7167;-760;54137;13910;484322
31711;78;oinville sur montcient;1.85;49.0333;-541;54475;15058;490140
31712;78;bazainville;1.66667;48.8;-743;54227;14004;484814
31713;78;meulan en yvelines;1.9;49.0167;-478;54451;15423;490022
31714;78;rambouillet;1.83333;48.65;-563;54049;14948;483837
31715;78;marcq;1.81667;48.8667;-575;54288;14908;485134
31716;78;montesson;2.15;48.9167;-208;54343;20858;485431
31717;78;le tartre gaudran;1.6;48.7;-823;54110;13543;484157
31718;78;le vesinet;2.11667;48.9;-227;54327;20756;485338
31719;78;maisons laffitte;2.15;48.95;-213;54385;20842;485646
31720;78;bailly;2.08333;48.85;-288;54268;20438;485029
31721;78;maurepas;1.91667;48.7667;-434;54181;15644;484546
31722;78;tessancourt sur aubette;1.91667;49.0167;-462;54472;15513;490128
31723;78;saint leger en yvelines;1.76667;48.7167;-634;54135;14556;484317
31724;78;montchauvet;1.63333;48.9;-785;54324;13747;485329
31725;78;behoust;1.73333;48.8333;-684;54255;14314;484946
31726;78;la falaise;1.83333;48.95;-561;54383;14952;485639
31727;78;feucherolles;1.96667;48.8667;-404;54303;15823;485223
31728;78;goussonville;1.76667;48.9167;-635;54355;14553;485512
31729;78;orsonville;1.83528;48.4778;-557;53864;15007;482840
31730;78;villiers le mahieu;1.78333;48.8667;-627;54289;14621;485135
31731;78;galluis;1.8;48.8;-603;54217;14737;484744
31732;78;moisson;1.66667;49.0667;-744;54527;14001;490426
31733;78;dannemarie;1.61667;48.7667;-811;54180;13625;484542
31734;78;brueil en vexin;1.81972;49.0314;-574;54479;14911;490153
31735;78;allainville;1.9;48.4583;-489;53841;15347;482726
31736;78;cernay la ville;1.96667;48.6667;-402;54081;15829;484024
31737;78;la celle les bordes;1.95;48.6333;-425;54041;15715;483813
31738;78;bourdonne;1.66667;48.75;-748;54173;13948;484521
31739;78;soindres;1.66667;48.95;-735;54397;14031;485726
31740;78;jeufosse;1.55;49.0333;-879;54483;13245;490205
31741;78;evecquemont;1.95;49.0167;-435;54460;15640;490050
31742;78;houilles;2.2;48.9167;-165;54362;21118;485532
31743;78;gazeran;1.76667;48.6333;-625;54038;14625;483802
31744;78;flexanville;1.73333;48.85;-665;54282;14416;485115
31745;78;breval;1.53333;48.95;-892;54383;13201;485639
31746;78;nezel;1.83333;48.95;-556;54383;15011;485640
31747;78;hargeville;1.73333;48.9;-662;54323;14427;485325
31748;78;breuil bois robert;1.71667;48.95;-688;54384;14301;485645
31749;78;boinville le gaillard;1.86667;48.4917;-517;53881;15218;482935
31750;78;le port marly;2.11667;48.8833;-252;54310;20635;485245
31751;78;richebourg;1.64167;48.825;-777;54248;13815;484924
31752;78;civry la foret;1.61667;48.8667;-800;54296;13658;485200
31753;78;guerville;1.73333;48.9333;-668;54382;14406;485639
31754;78;bonnieres sur seine;1.58333;49.0333;-841;54484;13447;490207
31755;78;les mureaux;1.91667;49;-476;54437;15430;485935
31756;78;fourqueux;2.06667;48.8833;-301;54319;20355;485313
31757;78;emance;1.73333;48.5833;-674;53989;14348;483525
31758;78;villiers saint frederic;1.88333;48.8167;-496;54245;15324;484915
31759;78;sartrouville;2.18333;48.95;-185;54384;21012;485643
31760;78;rosay;1.68333;48.9167;-732;54352;14039;485501
31761;78;coignieres;1.91667;48.75;-463;54164;15513;484450
31762;78;la verriere;1.95;48.75;-416;54176;15744;484531
31763;78;aulnay sur mauldre;1.85;48.9333;-551;54366;15025;485544
31764;78;croissy sur seine;2.13333;48.8667;-216;54309;20832;485240
31765;78;medan;2;48.95;-378;54393;15946;485712
31766;78;tacoignieres;1.68333;48.8333;-735;54263;14029;485011
31767;78;saint martin de brethencourt;1.9275;48.5095;-455;53899;15539;483034
31768;78;saint lambert;2.01667;48.7333;-351;54147;20115;484355
31769;78;paray douaville;1.875;48.4667;-510;53848;15239;482749
31770;78;montainville;1.86667;48.8833;-528;54313;15140;485255
31771;78;porcheville;1.76667;48.9667;-621;54413;14641;485819
31772;78;jouy mauvoisin;1.65;48.9833;-765;54417;13853;485831
31773;78;bois d arcy;2.01667;48.8;-339;54224;20154;484805
31774;78;flacourt;1.65;48.9333;-766;54365;13848;485542
31775;78;triel sur seine;2;48.9833;-367;54423;20022;485851
31776;78;lainville en vexin;1.81667;49.0667;-578;54511;14860;490335
31777;78;autouillet;1.8;48.85;-592;54277;14814;485058
31778;78;levis saint nom;1.95;48.7167;-431;54135;15655;484317
31779;78;courgent;1.66667;48.9;-752;54325;13934;485334
31780;78;ecquevilly;1.91667;48.95;-461;54389;15517;485700
31781;78;morainvilliers;1.93333;48.9333;-444;54365;15613;485543
